scenario,n,rep,Khat,Z,scaled_exp,c_oracle,c_feasible,cover_oracle95,median_above_oracle,cover_feasible95,median_above_feasible
endpoint_baseline,10000,137,0.9986351926075866,13.64807392413403,0.7681945888567572,0.05638028385430457,,True,False,,
endpoint_baseline,10000,138,0.9988869621073136,11.130378926863527,0.6264837742725193,0.056653507681649,0.058908549289997746,True,True,True,True
endpoint_baseline,10000,139,0.9996913466554003,3.086533445997297,0.17372841799660513,0.05573275746935083,,True,True,,
endpoint_baseline,10000,140,0.9984175689619167,15.824310380833095,0.8906860905442452,0.05636315051470593,0.05812646631119068,True,False,True,False
endpoint_baseline,10000,141,0.9952279818997056,47.72018100294373,2.685974960972551,0.05616555953473019,,True,False,,
endpoint_baseline,10000,142,0.9977242955621141,22.75704437885939,1.280901499170484,0.056370889049819295,0.05923460658026105,True,False,True,False
endpoint_baseline,10000,143,0.9982270317915214,17.72968208478609,0.9979317166211381,0.056353919998375156,,True,False,,
endpoint_baseline,10000,144,0.9976997642439618,23.00235756038216,1.2947091807282303,0.05579453557313591,0.05345982360354943,True,False,True,False
endpoint_baseline,10000,145,0.995049999931568,49.500000684320476,2.7861537741863818,0.056147385835944454,,True,False,,
endpoint_baseline,10000,146,0.9987709427503014,12.29057249698573,0.6917863530501932,0.055896577674622555,0.05386951867759088,True,True,True,True
endpoint_baseline,10000,147,0.9973800452747301,26.199547252698796,1.4746659889078195,0.05641862799704942,,True,False,,
endpoint_baseline,10000,148,0.9985621331230319,14.378668769681191,0.8093168021533546,0.05619849770814073,0.05587534456578614,True,False,True,False
endpoint_baseline,10000,149,0.9977177496637528,22.822503362471824,1.2845859192053295,0.05663908903479959,,True,False,,
endpoint_baseline,10000,150,0.9990720456262281,9.27954373771911,0.5223077868716725,0.05606421369910457,0.05480088647932941,True,True,True,True
endpoint_baseline,10000,151,0.9988797886688482,11.202113311518103,0.630521411116585,0.05643966111355706,,True,True,,
endpoint_baseline,10000,152,0.9995500907180905,4.499092819094663,0.2532356417180022,0.05580481177276988,0.052314361075520614,True,True,True,True
endpoint_baseline,10000,153,0.9966416889638263,33.58311036173678,1.8902567351460469,0.05648436490103666,,True,False,,
endpoint_baseline,10000,154,0.9989398441326182,10.601558673818401,0.5967186323832471,0.056192834628248596,0.05584111989778073,True,True,True,True
endpoint_baseline,10000,155,0.9980732849219981,19.26715078001906,1.0844695782109788,0.05637041313598755,,True,False,,
endpoint_baseline,10000,156,0.9936947866932409,63.0521330675915,3.5489482038010927,0.05614580587322543,0.05646624183968536,False,False,False,False
endpoint_baseline,10000,157,0.9968063089863367,31.93691013663291,1.7975988178363116,0.05631167501092082,,True,False,,
endpoint_baseline,10000,158,0.9998169301024808,1.8306989751915026,0.10304260179019765,0.05661474766046013,0.05940230369939491,True,True,True,True
endpoint_baseline,10000,159,0.9959611191173752,40.388808826248294,2.2733218301103686,0.05620638718179616,,True,False,,
