vm_id,n,mean,sd,maximum,zero_fraction,lag1,half_mean_diff,q_hat,gamma_hat,beta1_hat,q_face,gamma_face,lr_gamma0,mixture_p,pit_mean,pit_var,pit_lag1,cdf_distance,tear_log_density,ind_log_density,beta_log_density,tear_mae,ind_mae,beta_mae,tear_rmse,ind_rmse,beta_rmse,stationary_wall_density,stationary_mean,stationary_sd
718,340,0.1560110644257703,0.10962778524151298,0.825,0.0,0.20418125910518353,0.0019044817927170998,1.1545729172455168,6.225213750617243,7.37978666786276,False,False,5.708740052867483,0.008440325398823589,0.5837397973218711,0.013339848894224165,-0.017222333381139633,0.46850444090621995,0.8767908714593566,0.8860986608656243,1.1381017447605855,0.0567398412312279,0.05823963765385769,0.06206256901894828,0.10899473518278936,0.1048266802758919,0.10771325769084764,0.017518682104834104,0.15816652780827195,0.1571103225080957
