n,reps,median_endpoint_gap,mean_abs_sqrt_n_plugin_beta1,mean_abs_sqrt_n_plugin_gamma,median_beta1_known,median_gamma_known
500,120,0.07809969042605391,121.24019959734724,85.36984776227636,0.87240339440257,0.85240339440257
2000,120,0.04069429278359832,345.62782795229424,87.60097091880316,0.8793425853412409,0.8593425853412409
