vm_id,n,mean,sd,maximum,zero_fraction,lag1,half_mean_diff,q_hat,gamma_hat,beta1_hat,q_face,gamma_face,lr_gamma0,mixture_p,pit_mean,pit_var,pit_lag1,cdf_distance,tear_log_density,ind_log_density,beta_log_density,tear_mae,ind_mae,beta_mae,tear_rmse,ind_rmse,beta_rmse
734,340,0.0528233660130719,0.06923713770795349,0.3673333333333333,0.0058823529411764705,0.7028133888737661,0.006065032679738555,1e-06,21.47493358033397,21.474934580333972,True,False,45.318861748665086,8.37144414960858e-12,0.43717136666455714,0.10014257617099193,0.7970171341876716,0.26847836003756753,2.051144240374498,1.984457102655164,2.345283542665163,0.049232707807385326,0.053612148404534855,0.031063438788435448,0.06977425947307467,0.07243228378561338,0.05405704752352377
758,340,0.024605042016806727,0.022638862183835658,0.25,0.0,0.2793947687354637,0.0014750700280112099,1e-06,42.06155545662706,42.06155645662706,True,False,3.8610297854177134,0.02470999353586125,0.5540760901666971,0.03820127710447344,0.6250560966146821,0.32629179996298285,2.5647812043523746,2.5616627483517185,2.9137824759102435,0.009523910099032086,0.009673035334114071,0.009566873927342718,0.025055162786986607,0.025127867561538043,0.024256421929809754
833,313,0.03274117602312491,0.027810282907069005,0.16133333333333333,0.0,0.8839654626571829,0.04679762196402324,1e-06,32.3500920344248,32.350093034424795,True,False,13.3514365774015,0.0001291123693249379,0.49070746301533447,0.13583981136092108,0.9806299034760766,0.3592437122376381,3.0818139044368706,3.030948595501909,4.616365291981668,0.040714653250455285,0.0431125905258268,0.004514628603380704,0.04071672713018149,0.043114543530454574,0.0045780805136166934
834,340,0.030098849924585218,0.026977457259685807,0.10216666666666668,0.0,0.9738311901248363,0.052356523378582195,1e-06,35.19753547162196,35.19753647162196,True,False,16.396903505874207,2.5684539562675284e-05,0.47514055791082327,0.1435559737219299,0.9804223282026109,0.3894193208695176,3.1513949207928937,3.1016232788961657,4.06228789060507,0.03652096571432158,0.03871133888248727,0.0017003576865062238,0.036742858397369425,0.038920051595485235,0.005819477191896142
836,315,0.03695056689342403,0.08802608576814505,0.8493333333333334,0.0,0.3163658040963817,0.01913366581817763,1e-06,30.12563618069283,30.12563718069283,True,False,39.019539956624385,2.0979241945591348e-10,0.5030187115444987,0.012769803257305834,0.22824957341041124,0.41944847689922815,2.5252435269583593,2.50002448219551,2.34349208998139,0.01862594569281867,0.02216953303366077,0.030025837942992455,0.04892833695745084,0.04957680080576037,0.05259640960513705
846,340,0.10943172268907564,0.04696374734031319,0.607,0.0,0.18243732777013433,0.008801540616246495,0.5336523614665302,9.68491108863381,10.218563450100339,False,False,1.5215846748410513,0.10868992106643141,0.6154995410156486,0.005528479387516773,0.4042073612964618,0.5457802846810318,1.0577309264880044,1.0527079829210801,-16.514109600277543,0.0355369080191145,0.036124996161949835,0.030668651314504445,0.08327656485076429,0.08307925426840163,0.09655258170142572
858,313,0.17338087631218618,0.12159807926724993,0.43,0.0,-0.00249828894310066,0.0018678110636709266,5.63994101825805,0.0,5.63994101825805,False,True,7.389644451905042e-13,0.49999965705708316,0.5394562073799742,0.06854746450254397,-0.005095183184951092,0.237275316099394,0.5807781348923692,0.5807780773141453,0.7020164091076304,0.12326530911018285,0.12326531137986475,0.12328311464046714,0.1294271991216791,0.12942721007953528,0.129817542582379
869,340,0.05748287815126051,0.06681506084767762,0.30583333333333335,0.0,0.8339342432101237,0.04132093837535014,1e-06,19.795154264695185,19.795155264695186,True,False,46.25425577288729,5.193035373107145e-12,0.5201103011228628,0.04063465594828851,0.6161828876989958,0.32184831679751247,2.1710132739571435,2.1239642505344256,2.343071043145057,0.03183100117554745,0.03795767346857583,0.019323500943267218,0.03661671450220287,0.04121929517842694,0.033261379678848374
871,340,0.04747594537815125,0.09326074332635464,0.4443333333333333,0.0,0.4103628463312225,0.003264635854341731,1e-06,23.95451665599724,23.95451765599724,True,False,51.381818528453095,3.8019758133662516e-13,0.41656270633507925,0.036830624187583656,0.43936069061681843,0.4382733182110013,2.15318698199756,2.0770556049307087,2.076635687338828,0.045589826844217425,0.050447404133653534,0.04631986095042777,0.09032979380948568,0.09305691795866151,0.0870666065636102
872,340,0.05638011204481793,0.06408583859392386,0.35733333333333334,0.0,0.7635422681483418,0.0022677871148459455,1e-06,20.030601969285254,20.030602969285255,True,False,39.525468265531345,1.6190434898112162e-10,0.48848317354586734,0.06351544550624079,0.8347044817664464,0.30863433826562303,2.0784955171693973,2.0287750076404163,2.4929547013665925,0.042454970446018266,0.04726190485147188,0.019790451532305818,0.04944642751783126,0.052700452573889,0.03397892334511458
884,340,0.04518375350140057,0.036654350991232515,0.29633333333333334,0.0,0.45583991501150983,0.0008226890756302535,1e-06,23.503117769681037,23.503118769681038,True,False,9.096041026601597,0.0012808168329625765,0.5936107659851121,0.007600690956385859,0.3113079912827769,0.4886369878850433,2.1170591056786363,2.103699237841087,2.551381061286903,0.01363558488991164,0.014384226615390768,0.013197763112092318,0.03590763495172513,0.036870451044165656,0.03373093074085847
890,315,0.04992380952380953,0.07438919488229505,0.4225,0.0,0.435453203652178,0.02428009352575989,1e-06,22.16424809518031,22.16424909518031,True,False,30.304214893075823,1.8466124333953987e-08,0.4615403396647913,0.055641356523691746,0.6137926342060245,0.29047300585357244,1.7117273387290002,1.6291966158400664,1.555408384977641,0.05502002955166666,0.0567161264248713,0.04903168611084886,0.09873217234854419,0.10046659650446813,0.08874523636555617
892,315,0.13705873015873016,0.050358871248834376,0.5171666666666667,0.0,0.4739305460778133,0.023014673869225205,1e-06,8.49269838204636,8.492699382046359,True,False,5.168810155693222,0.011497980734892518,0.6181574122773466,0.005080008325923006,0.2792179376029753,0.5317588736528451,0.891336086160114,0.8733850405310476,0.9625581316382206,0.02795879913355803,0.02805935269732367,0.027683307076456762,0.06760487207926633,0.07269694952454643,0.06357199915283498
894,340,0.055178921568627456,0.07728556633993285,0.36333333333333334,0.0,0.5476381910440441,0.02389705882352943,1e-06,20.42136472922254,20.42136572922254,True,False,41.25074062187514,6.695055076074865e-11,0.4332584811915627,0.07903411164716248,0.6512555892008001,0.41806971315229163,1.5343213528473767,1.4917821674395615,1.6765684877829456,0.057170812206112864,0.0593648045148407,0.04630455775242596,0.08764920854450163,0.08891654294247672,0.07655945444800419
895,334,0.05412090105503279,0.12869512972901137,0.7113333333333333,0.0,0.1516005155492121,0.0013977758768177959,1e-06,20.501196591523485,20.501197591523486,True,False,22.779702853228628,9.083717056670102e-07,0.3950976685358735,0.02346526466472837,0.1691942474399097,0.5018957556981296,1.9999552388550514,1.9953857807123916,1.8400673007849597,0.051951754357468884,0.05469678257330771,0.06356464011581908,0.12220462030468836,0.12169753753921021,0.1231613018725908
896,340,0.03631666666666667,0.056602978120306,0.29,0.0,0.5023773241587279,0.004060784313725495,1e-06,29.90051578480561,29.90051678480561,True,False,30.511096822029458,1.6598112812367492e-08,0.4749632698736377,0.031011556925927674,0.6515732310387082,0.3779873561122363,2.4415582347887717,2.3956980469138394,2.5229472992894904,0.029806452744721212,0.032146933893110456,0.02636057727307959,0.05176248982415663,0.053043718126695415,0.044952287827669676
902,340,0.023609803921568626,0.02155698055494927,0.348,0.0,0.036724807651618105,0.0006470588235294103,1e-06,43.392490216784275,43.39249121678427,True,False,0.30078479741769115,0.29169542056068,0.593852737814895,0.0060983652013449005,0.14320831288932193,0.5394870669567096,2.8513284736717432,2.850724325191657,3.4922052282643037,0.0053269448642486675,0.005431078892991291,0.005500583054494363,0.009077267747141475,0.009116691613658986,0.009169947273187295
939,340,0.07671032913165267,0.03549342443443828,0.31866666666666665,0.0,0.3925694096082224,0.00767990196078433,1e-06,14.21689706834892,14.21689806834892,True,False,4.212552077343389,0.020062962061473892,0.6039272910240913,0.014989168550951691,0.4444977999585502,0.43517691616048315,1.527209287204446,1.520707041721031,2.050671754886934,0.02636291286683251,0.02750466858935162,0.0233660798304173,0.038965490717113936,0.039937834248854304,0.0371214522745295
940,340,0.070934418767507,0.026618744306424302,0.157,0.0,0.8759396263269257,0.018103011204481788,1e-06,15.309440865977253,15.309441865977252,True,False,6.112912172851793,0.006709891751740003,0.6122170885245544,0.012982339610312374,0.8157709446895014,0.41519133841765465,1.7883229023480953,1.7787226301396986,2.9749443266142106,0.022067711289813847,0.02411329513846433,0.007790565591585218,0.023606481737974985,0.025743851940942152,0.012582601008711268
943,340,0.3933782913165266,0.06792571124332135,0.569111111111111,0.0,0.6254437671132753,0.034056302521008386,1e-06,2.2523587935132205,2.2523597935132207,True,False,3.7320718864875744,0.02668857252775945,0.5544386657968029,0.004036111039554941,0.3245140098224946,0.40262891157438524,0.09214230337751614,0.08965294237221708,1.552762463152445,0.03448813317113583,0.03755397286244233,0.034995244035596756,0.04590927823425335,0.04990387659044906,0.05029584214756141
944,318,0.021683438155136268,0.042506085809784384,0.4956666666666667,0.0,0.7623208080029035,0.007605870020964363,1e-06,50.353308721422536,50.353309721422534,True,False,41.67106973814202,5.3997624785667215e-11,0.5529915150670797,0.011773629123000142,0.6191932198794471,0.4499540985121575,3.0775481224389054,3.046342533768938,3.407011581226474,0.00932753200075617,0.011284345151978582,0.006836551823826455,0.013349417799563754,0.014526173163531891,0.010039247351606877
964,315,0.20685333185333182,0.05417694657257039,0.6363636363636364,0.0031746031746031746,0.026589025055993063,0.0019496984243416171,4.048701464616999,0.6932174543474205,4.74191891896442,False,False,0.016942492032853806,0.44821860373930056,0.6120832541002615,0.004778775084567983,0.14981337583941307,0.554426262169619,0.5690890599558831,0.5690890597327024,-2.6068531886424604,0.02939105704869439,0.029391055374610755,0.030155632026312044,0.07646805601902962,0.07646805612607023,0.0770664554664478
965,532,0.05896115288220551,0.08256506723400867,0.778,0.0,0.2752333264464469,0.012634085213032588,1e-06,18.773262396947363,18.773263396947364,True,False,29.972530055044444,2.1910524495672988e-08,0.5230422654731918,0.027959295547751367,0.41905734675510975,0.3622837247724707,1.906154064936101,1.8791872508092027,1.9764277840534952,0.034448611006992626,0.03740768199849542,0.03385111955425633,0.06363378275785891,0.06589028080238543,0.06223923726359808
