n,rep,Khat,beta1_known,gamma_known,beta1_estimated,gamma_estimated,sqrt_n_delta_beta1,sqrt_n_delta_gamma,cover_beta1_model,cover_gamma_model,cover_beta1_hac,cover_gamma_hac,se_beta1_model,se_gamma_model,se_beta1_hac,se_gamma_hac
500,142,0.9904405796966856,5.605512377266941,5.461708847539773,5.602567984069429,5.502380075777435,-0.06583863342125161,0.9094363106781973,True,True,True,True,0.34641337513535986,0.9180129495831847,0.37059265016786525,0.831299065068915
500,143,0.9694412639896772,5.278229135790408,4.438406673050751,5.260414372485553,4.54128874244196,-0.3983502175272332,2.3005130082459457,True,True,True,True,0.33774219039579956,0.9076375690097409,0.3525529482801518,0.8036519963295817
500,144,0.9359398014711183,5.79812193007671,4.860086788232747,5.768533013970383,5.0726785792055775,-0.6616282779428599,4.753696960736742,True,True,True,True,0.36762779736880746,1.108444181211329,0.35251022521566716,0.9626758639405243
500,145,0.9991829486361298,5.656053281790439,5.636053281790439,5.656189603641423,5.64079842568845,0.003048249256198143,0.1061046431897007,True,True,True,True,0.3389818692289718,0.8249859020581747,0.36101112115180134,0.954882215078881
500,146,0.9726930290695087,5.2203419030344875,4.097175191009611,5.203028758840622,4.177146672393867,-0.38713367321738895,1.7882166863655646,True,True,True,True,0.3499296443294084,1.0188796194952694,0.3396373613183286,1.026311002265856
500,147,0.9781072034286413,5.535508154822795,5.4156557355513435,5.528247589431266,5.512047604407048,-0.16235117770540664,2.155387712395999,True,True,True,True,0.34777173751241125,0.9377660055321312,0.3246523569195106,0.7554297373783587
500,148,0.9853301938229215,6.162515484080897,6.1425154840808975,6.169535506636852,6.241091103458071,0.15697247638697492,2.204217858515062,True,True,True,True,0.35891193951039035,0.9477802645978196,0.35889402276508414,0.9981999401342456
500,149,0.9880665195506788,5.126447406843984,4.312238648770389,5.119257781365545,4.351766520095144,-0.160764913025544,0.8838700728801708,True,True,True,True,0.3335538088348545,0.894637823519242,0.3250017935986538,0.9000524913975635
500,150,0.9978916520635117,6.37257666058617,6.352576660586171,6.373507781604185,6.366931488469663,0.020820498915597552,0.3209837095279845,True,True,True,True,0.36847656588092215,1.0122834442129356,0.3839748264552965,1.163386632791607
500,151,0.9920847631072782,5.952454962610751,5.839935668121133,5.951080604671556,5.874407786606828,-0.030731577774564013,0.7708200026244134,True,True,True,True,0.3530137488485358,0.9365276088360018,0.3553528403556327,0.8777032431664731
